Name of Survey,Title,Doses,Subject,Text,Input type,Input type 2,Minimum,Maximum,Media,Items,ImageFramed,Timeout,ShowButtons,Answer,Notes or questions,Variable name,Conditions,Input Name (if you want to save it),CanBeFavorited
User Experience Questionnaire,User Experience,Week 2,HD_Biweekly,How much could you relate to the stories presented during training sessions?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 2,HD_Biweekly,How believable did you find the stories’ endings in terms of those outcomes happening in your life?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 2,HD_Biweekly,How much do you like the way MindTrails-Movement looks?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 2,HD_Biweekly,How easy is MindTrails-Movement to use?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 2,HD_Biweekly,Do you need help from someone else to use the MindTrails-Movement app?,Buttons,,,,,Yes::Yes; No::No,,,,,,,,,
User Experience Questionnaire,User Experience,Week 2,HD_Biweekly,I find the training sessions to be:,Buttons,,,,,0::Way too short; 1::Somewhat too short; 2::The right length; 3::Somewhat too long; 4::Way too long; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 2,HD_Biweekly,How useful do you find the nightly survey that enables you to choose when to complete training the next day?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 4,HD_Biweekly,How helpful do you find MindTrails-Movement for reducing your anxiety?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 4,HD_Biweekly,How much does MindTrails-Movement keep your interest and attention?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 4,HD_Biweekly,How much could you relate to the stories presented during training sessions?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 4,HD_Biweekly,How believable did you find the stories’ endings in terms of those outcomes happening in your life?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 4,HD_Biweekly,How worried are you about your privacy in using MindTrails-Movement?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 4,HD_Biweekly,How tiring do you find the training sessions?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 4,HD_Biweekly,How tiring do you find the assessments?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 4,HD_Biweekly,"How much do you like the ""favorites"" feature of the app?",Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 4,HD_Biweekly,How useful do you find the strategies and tips provided by the app?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 6,HD_Biweekly,How helpful do you find MindTrails-Movement for reducing your anxiety?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 6,HD_Biweekly,How much does MindTrails-Movement keep your interest and attention?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 6,HD_Biweekly,How much could you relate to the stories presented during training sessions?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 6,HD_Biweekly,How believable did you find the stories’ endings in terms of those outcomes happening in your life?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 6,HD_Biweekly,How likely would you be to MindTrails-Movement to others with Huntington's disease?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 6,HD_Biweekly,How useful did you find the resources and referrals provided in the app?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 6,HD_Biweekly,"During this program, did you change any dose of medication, therapy, or other intervention to help your mental health? Please check all that apply.",Checkbox,,,,,0::I seek in-person therapy more now; 1::I seek in-person therapy less now; 2::I use prescription medicaiton more now; 3::I use prescription medication less now; 4::I use online computer programs or mobile apps (other than MindTrails-Movement) more now; 5::I use online computer programs or mobile apps (other than MindTrails-Movement) less now; !6::Other; ^7::I did not change my intervention habits; ^99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 6,HD_Biweekly,"Would you like to provide feedback about your experience using MindTrails-Movement (e.g., ways the program has been helpful or ways we can improve the program)?",Entry,,,,,,,,,,,,,,
User Experience Questionnaire,User Experience,Week 6,HD_Biweekly,"Do we have your permission to use all or part of the feed you provided as a de-identified participant testimonial (e.g., as part of the MindTrails-Movement program, or in newsletters or other promotional materials)? If so, neither your name nor any other identifying information would be used.",Buttons,,,,,Yes::Yes; No::No,,,,,,,,,
User Experience Questionnaire,User Experience,Week 10,HD_Biweekly,How helpful did you find MindTrails-Movement for reducing your anxiety?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
User Experience Questionnaire,User Experience,Week 10,HD_Biweekly,How likely would you be to recommend MindTrails-Movement to others with Huntington's disease?,Buttons,,,,,0::Not at all; 1::Slightly; 2::Somewhat; 3::Mostly; 4::Very; 99::Prefer not to answer,,,,,,,,,
Welcome!,Welcome!,1,HD_Control_Dose,"Welcome to Mindtrails Movement! This initial session will be a bit longer than future sessions. You’ll first be asked to complete some surveys about your mental health and thinking patterns. Then, we’ll give you some more information about the rationale for this program and explain how to get the most out of the app. You’ll have the opportunity to set up a meeting with the research team at the end of this session if you have any questions or concerns. Ready to get started? Hit the Next button below to begin filling out questionnaires.",,,,,,,,,,,,,,,
Demographics,Demographics,1,HD_Control_Dose,What is your gender identity?,Buttons,,,,,0::Woman; 1::Man; 2::Transgender Woman; 3::Transgender Man; 4::Another identity; 99::Prefer not to answer,,,,,,,,gender,
Demographics,Demographics,1,HD_Control_Dose,What sex were you assigned at birth?,Buttons,,,,,0::Female; 1::Male; 2::Intersex; 3::Unknown or other; 99::Prefer not to answer,,,,,,,,,
Demographics,Demographics,1,HD_Control_Dose,What is your birth year?,Picker,,1935 or before,2010,,1935 or before; 1936; 1937; 1938; 1939; 1940; 1941; 1942; 1943; 1944; 1945; 1946; 1947; 1948; 1949; 1950; 1951; 1952; 1953; 1954; 1955; 1956; 1957; 1958; 1959; 1960; 1961; 1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004,,,,,,,,birthyear,
Demographics,Demographics,1,HD_Control_Dose,What is your race? Please select all that apply.,Checkbox,,,,,0::American Indian/Alaska Native; 1::East Asian; 2::South Asian; 3::Native Hawaiian/Pacific Islander; 4::Black or African American; 5::White; 6::More than one race; 7::Other or Unknown; 99::Prefer not to answer,,,,,,,,race,
Demographics,Demographics,1,HD_Control_Dose,What is your ethnicity?,Buttons,,,,,1::Hispanic or Latino; 0::Not Hispanic or Latino; 3::Unknown; 99::Prefer not to answer,,,,,,,,ethnicity,
Demographics,Demographics,1,HD_Control_Dose,What is your highest educational attainment?,Buttons,,,,,0::Elementary School; 1::Junior High; Some High School; 2::High School Graduate; 3::Some College; 4::Associate’s Degree; 5::Bachelor’s Degree; 6::Master’s Degree; 7::Doctorate/PhD; 99::Prefer not to answer,,,,,,,,education,
Demographics,Demographics,1,HD_Control_Dose,What is your relationship status?,Buttons,,,,,"0::Single; Single, but casually dating; 1::Single, but currently engaged to be married; 2::Single, but currently living with someone in a marriage-like relationship; 3::Married; In a domestic or civil union; 4::Separated; 5::Divorced; 6::Widow/widower; 7::Other; 99::Prefer not to answer",,,,,,,,relationship,
Demographics,Demographics,1,HD_Control_Dose,What is your employment status?,Buttons,,,,,1::Working full-time; 2::Working part-time; 0::Unemployed or laid off; 3::Looking for work; 4::Homemaker/keeping house or raising children full-time; 5::Retired; 6::Student; 7::Other; 8::Unknown; 99::Prefer not to answer,,,,,,,,employment,
Demographics,Demographics,1,HD_Control_Dose,"What is your household annual income, before taxes and other deductions (in US dollars or equivalent)?",Buttons,,,,,"0::Less than $5,000; $5,000 through $11,999; $12,000 through $15,999; 1::$16,000 through $24,999; 2::$25,000 through $34,999; $35,000 through $49,999; 3::$50,000 through $74,999; $75,000 through $99,999; $100,000 through $149,999; 4::$150,000 through $199,999; 5::$200,000 through $249,999; $250,000 or greater; 6::Don’t know; 99::Prefer not to answer",,,,,,,,income,
Demographics,Demographics,1,HD_Control_Dose,How many CAG repeats do you have on your pathologic gene?,Picker,,,,,35 or fewer; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45; 46; 47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57; 58; 59; 60 or more; Unknown or prefer not to answer,,,,,,,,,
Demographics,Demographics,1,HD_Control_Dose,Have you or others around you noticed that you have abnormal movements sometimes?,Buttons,,,,,1::Yes; 0::No; 2::I'm not sure; 99::Prefer not to answer,,,,,,AbnormalMovements,,,
Demographics,Demographics,1,HD_Control_Dose,How old were you (in years) when these abnormal movements first became noticeable?,Picker,,20 or younger,60 or older,,20 or younger; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45; 46; 47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57; 58; 59; 60 or older,,,,,,,AbnormalMovements; 1,,
Demographics,Demographics,1,HD_Control_Dose,How old were you (in years) when you were first diagnosed with Huntington's Disease?,Picker,,20 or younger,60 or older,,20 or younger; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45; 46; 47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57; 58; 59; 60 or older,,,,,,,,,
Demographics,Demographics,1,HD_Control_Dose,How did you learn about MindTrails-Movement? (select all that apply),Checkbox,,,,,"0::Huntington's Disease Society of America website/HDTrialFinder; 1::Email from the study team; 2::From a newsletter or email associated with a HD resource (e.g., HDSA newsletter, HSG email, HDBuzz); 3::My HD healthcare provider; 4::A friend or family member; 5::In-person event (e.g., HDSA Annual Convention, Team Hope Walk, Education Day); 6::Support group; 7::Social media; !8::Other:; ^99::Prefer not to answer",,,,,,,,,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,"We would like to ask a few questions about your mental health and treatment history. Answers to these personal questions are kept confidential, but they help us improve MindTrails-Movement by figuring out for whom it works well.",,,,,,,,,,,,,,,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,Are you currently struggling with any of the following mental disorders? Please select all that apply.,Checkbox,,,,,0::Generalized anxiety disorder (GAD); 1::Obsessive-compulsive disorder (OCD); 2::Panic disorder; 3::Agoraphobia; 4::Posttraumatic stress disorder (PTSD); 5::Social anxiety disorder; 6::Specific phobia(s); 7::Dementia or other cognitive disorder; 8::Substance use disorder; 9::Schizophrenia or other psychotic disorder; 10::Depression; 11::Bipolar disorder; 12::Eating disorder; 13::Personality disorder; 14::Intellectual Disability; 15::Autism Spectrum Disorder; 16::Attention-Deficit/Hyperactivity Disorder; ^17::I am not struggling with a mental disorder; !18::Other; ^99::Prefer not to answer,,,,,specify other,MentalDisorder,,mental_health_disorders,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,"Are you currently receiving any help for issues related to mental health? Please select all that apply, or “I am not receiving help”.",Checkbox,,,,,"Therapy::Therapy (talking with a trained professional)\n\nExamples: Psychologist, licensed mental health practitioner (LMHC), school counselor, social worker, marriage and family therapist, group therapist; Prescription:: Prescription medications\n\nExamples: Psychiatrist, medical doctor; Support group; Social::Seeking other social support (talking with non-professionals)\n\nExamples: Teacher, family member, friend, religious leader, coach; SelfHelp::Self-guided help\n\nExamples: Self-help book, blogs, online intervention (other than MindTrails-Movement), mobile applications; OTC::Over-the-counter medications and/or supplements; ^None::I am not receiving help; ^NoAnswer::Prefer not to answer; !Other::Other:",,,,,specify other,HelpReceived,,help,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,Has therapy (talking with a trained professional) been helpful? \n\n1 = Not helpful at all\n4 = Somewhat helpful\n7=Extremely helpful,Slider,,1,7,,,,,,,,,HelpReceived; Therapy,therapy_helpful,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,Have prescription medications been helpful? \n\n1 = Not helpful at all\n4 = Somewhat helpful\n7=Extremely helpful,Slider,,1,7,,,,,,,,,HelpReceived; PrescriptionMedications,prescriptions_helpful,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,Has a support group been helpful? \n\n1 = Not helpful at all\n4 = Somewhat helpful\n7=Extremely helpful,Slider,,1,7,,,,,,,,,HelpReceived; SupportGroup,social_support_helpful,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,Has seeking other social support (talking with non-professionals) been helpful? \n\n1 = Not helpful at all\n4 = Somewhat helpful\n7=Extremely helpful,Slider,,1,7,,,,,,,,,HelpReceived; SeekingOtherSocialSupport(talkingWithNon-professionals),Other_social_support_helpful,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,Has self-guided help been helpful? \n\n1 = Not helpful at all\n4 = Somewhat helpful\n7=Extremely helpful,Slider,,1,7,,,,,,,,,HelpReceived; SelfGuidedHelp,self-guided_helpful,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,Has over-the-counter medications and/or supplements been helpful? \n\n1 = Not helpful at all\n4 = Somewhat helpful\n7=Extremely helpful,Slider,,1,7,,,,,,,,,HelpReceived; OTC,OTC_meds_helpful,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,"Has what you specified in ""other"" been helpful? \n\n1 = Not helpful at all\n4 = Somewhat helpful\n7=Extremely helpful",Slider,,1,7,,,,,,,"Based on if they press: therapy, precription medications, seeking social support, self-guided help, over-the-counter medications and/or supplements, other",,HelpReceived; Other,other_helpful,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,There are many reasons people do not receive help. Why are you not receiving mental health treatment? Please select all that apply.,Checkbox,,,,,"0::I don't think a prescription medication would help me; 1::I don't like the idea of taking prescription medication; 2::I can't afford to pay for treatment; 3::I don't want to talk to a mental health professional (e.g., a therapist); 4::I don't think that a mental health professional can help me; 5::It is hard to find a mental health professional near me; 6::I don't know how to find a mental health professional; 7::I am embarrassed to seek treatment; I don't want to be asked to face my fears (e.g., not wanting to interact with a spider for a person with spider fear); 8::I don't want to talk about my feelings; 9::I don't have time; I had treatment previously and didn't find it helpful; 10::I don't need help at this time; !11::Other; ^99::Prefer not to anwer",,,,,,,HelpReceived; None,reasons_not_receiving_help,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,"In the past two months, have there been any changes to your mental health treatment? Check all that apply. ",Checkbox,,,,,0::I started therapy; 1::I ended therapy; 2::I changed therapists; 3::My prescriber changed my prescription dose; 4::I started a prescription medication; 5::I stopped a prescription medication; ^6::I haven’t had any changes; !7::Other; ^99::Prefer not to answer ,,,,,specify other,ChangesToMentalHealthTreatment,,changes_treatment,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,Please specify any medication changes in the past 2 months:,Entry,,,,,,,,,,,,"ChangesToMentalHealthTreatment; 3, 4, 5",changes_treatment_meds,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,Do you have moderate-to-severe anxiety or depression symptoms?,Buttons,,,,,Yes::Yes; No::No; Unsure::Unsure,,,,,,anxiety_or_depression,,anxiety_or_depression,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,How long have you been experiencing moderate-to-severe anxiety or depression symptoms?,Buttons,,,,,0::One week; 1::Between 1 week and 1 month; 2::Between 1-3 months; 3::Between 3-6 months; 4::Between 6-12 months; 5::Between 1-2 years; 6::Between 2-5 years; 7::Between 5-10 years; 8::More than 10 years; 99::Prefer not to answer,,,,,,,anxiety_or_depression; Unsure,length_anxiety_symptoms,
Mental Health and Treatment Questionnaire,Mental Health and Treatment Questionnaire,1,HD_Control_Dose,How long have you been experiencing moderate-to-severe anxiety or depression symptoms?,Buttons,,,,,0::One week; 1::Between 1 week and 1 month; 2::Between 1-3 months; 3::Between 3-6 months; 4::Between 6-12 months; 5::Between 1-2 years; 6::Between 2-5 years; 7::Between 5-10 years; 8::More than 10 years; 99::Prefer not to answer,,,,,,,anxiety_or_depression; Yes,length_anxiety_symptoms,
MDIB_samplequestion,Interpretation Scale Sample Question,1,HD_Control_Dose,"Instructions: Here are some descriptions of situations in which it is not quite clear what is happening. After each one,
you will see 3 possible explanations for the situation.
Please imagine yourself in each situation, then rate the extent to which you think each explanation would be likely to
be true if you found yourself in that situation.
Please provide a response for each of the 3 explanations under each question.",,,,,,,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,1,HD_Control_Dose,"You hear a knock on the front door. When you open the door, no one is there. Why? \n\nThe person who knocked forgot something in their car, and they will be right back.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,1,HD_Control_Dose,"You hear a knock on the front door. When you open the door, no one is there. Why? \n\nSomeone is playing a joke on you and ran away after knocking.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB_samplequestion,Interpretation Scale Sample Question,1,HD_Control_Dose,"You hear a knock on the front door. When you open the door, no one is there. Why? \n\nThe knock was from a delivery person who left after dropping off a package.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"Instructions: Here are some descriptions of situations in which it is not quite clear what is happening. After each one,
you will see 3 possible explanations for the situation.
Please imagine yourself in each situation, then rate the extent to which you think each explanation would be likely to
be true if you found yourself in that situation.
Please provide a response for each of the 3 explanations under each question.",,,,,,,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"At the grocery store, you see a recent acquaintance but are unable to remember her name. Why? \n\nYou could not hear her name clearly the first time she said it.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"At the grocery store, you see a recent acquaintance but are unable to remember her name. Why? \n\nYou are getting dementia from your disease.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"At the grocery store, you see a recent acquaintance but are unable to remember her name. Why? \n\nIt is normal to forget the name of someone you have only met once.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"While eating with your family at a local restaurant, your server rarely stops by your table to check on you. Why? \n\nThey are scared by your movements and avoiding you.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"While eating with your family at a local restaurant, your server rarely stops by your table to check on you. Why? \n\nThe restaurant is under-staffed and the server is busy.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"While eating with your family at a local restaurant, your server rarely stops by your table to check on you. Why? \n\nThe server is new and probably needs additional training.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"You are playing a game for the first time with friends and new acquaintances. On your turn, you ask for a reminder of the rules, and the others become quiet. What are they thinking? \n\nThey are thinking that they also had a tough time learning this game at first.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"You are playing a game for the first time with friends and new acquaintances. On your turn, you ask for a reminder of the rules, and the others become quiet. What are they thinking? \n\nThey are thinking of how best to explain the rules.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"You are playing a game for the first time with friends and new acquaintances. On your turn, you ask for a reminder of the rules, and the others become quiet. What are they thinking? \n\nThey are thinking your disease makes you slow and wishing you had not been invited to play.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"While cleaning up with a family member after dinner, you drop a glass and it shatters. Why? \n\nYour family member made a joke that distracted you while you were reaching for the glass.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"While cleaning up with a family member after dinner, you drop a glass and it shatters. Why? \n\nThe glass was slippery after being washed.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"While cleaning up with a family member after dinner, you drop a glass and it shatters. Why? \n\nYour disease is progressing faster than normal, and you should no longer help with chores.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,You are talking to a neighbor and have difficulty saying a word. What is your neighbor thinking? \n\nThey are thinking that something must be wrong with you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,You are talking to a neighbor and have difficulty saying a word. What is your neighbor thinking? \n\nThey are thinking about the next thing they want to tell you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,You are talking to a neighbor and have difficulty saying a word. What is your neighbor thinking? \n\nThey are trying to figure out which word you are trying to say so that they can help you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,You receive an email from your bank that you forgot to pay a bill. What does this mean? \n\nYou should set up bill pay reminders - lots of people need reminders like this.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,You receive an email from your bank that you forgot to pay a bill. What does this mean? \n\nYou are no long fit to manage your own finances.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,You receive an email from your bank that you forgot to pay a bill. What does this mean? \n\nYou will have to pay a fee for late payment.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,Your doctor recommends a new type of exercise class to help your symptoms. You are hesitant. Why? \n\nYou will probably be bad at it and embarass yourself.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,Your doctor recommends a new type of exercise class to help your symptoms. You are hesitant. Why? \n\nYou are worried that it will be too expensive.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"Your doctor recommends a new type of exercise class to help your symptoms. You are hesitant. Why? \n\nThe class is far away, and you are not sure you can make it on a regular basis.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,You receive an unexpected message from your doctor that they want to talk to you about starting a new medication. Why? \n\nA new medication that might help you was just approved by the FDA.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
